sentence_id	token_idx	char	tag
SN0006-06 井录井报告.md__p9	655	统	I-strat_unit
SN0006-06 井录井报告.md__p9	656	马	I-strat_unit
SN0006-06 井录井报告.md__p9	657	家	I-strat_unit
SN0006-06 井录井报告.md__p9	658	沟	I-strat_unit
SN0006-06 井录井报告.md__p9	659	组	I-strat_unit
SN0006-06 井录井报告.md__p24	93	石	B-strat_unit
SN0006-06 井录井报告.md__p24	94	盒	I-strat_unit
SN0006-06 井录井报告.md__p24	95	子	I-strat_unit
SN0006-06 井录井报告.md__p24	96	组	I-strat_unit
SN0006-06 井录井报告.md__p24	98	山	B-strat_unit
SN0006-06 井录井报告.md__p24	99	西	I-strat_unit
SN0006-06 井录井报告.md__p24	100	组	I-strat_unit
SN0006-06 井录井报告.md__p24	194	石	B-strat_unit
SN0006-06 井录井报告.md__p24	195	盒	I-strat_unit
SN0006-06 井录井报告.md__p24	196	子	I-strat_unit
SN0006-06 井录井报告.md__p24	197	组	I-strat_unit
SN0006-06 井录井报告.md__p24	262	石	B-strat_unit
SN0006-06 井录井报告.md__p24	263	盒	I-strat_unit
SN0006-06 井录井报告.md__p24	264	子	I-strat_unit
SN0006-06 井录井报告.md__p24	265	组	I-strat_unit
SN0006-08 井录井报告.md__p1	7	鄂	B-block
SN0006-08 井录井报告.md__p1	8	尔	I-block
SN0006-08 井录井报告.md__p1	9	多	I-block
SN0006-08 井录井报告.md__p1	10	斯	I-block
SN0006-08 井录井报告.md__p1	11	盆	I-block
SN0006-08 井录井报告.md__p1	12	地	I-block
SN0006-08 井录井报告.md__p1	13	伊	I-block
SN0006-08 井录井报告.md__p1	14	陕	I-block
SN0006-08 井录井报告.md__p1	15	斜	I-block
SN0006-08 井录井报告.md__p1	16	坡	I-block
SN0006-08 井录井报告.md__p1	31	S	B-well_name
SN0006-08 井录井报告.md__p1	32	N	I-well_name
SN0006-08 井录井报告.md__p1	33	0	I-well_name
SN0006-08 井录井报告.md__p1	34	0	I-well_name
SN0006-08 井录井报告.md__p1	35	0	I-well_name
SN0006-08 井录井报告.md__p1	36	6	I-well_name
SN0006-08 井录井报告.md__p1	37	-	I-well_name
SN0006-08 井录井报告.md__p1	38	0	I-well_name
SN0006-08 井录井报告.md__p1	39	8	I-well_name
SN0006-08 井录井报告.md__p3	7	S	B-well_name
SN0006-08 井录井报告.md__p3	8	N	I-well_name
SN0006-08 井录井报告.md__p3	9	0	I-well_name
SN0006-08 井录井报告.md__p3	10	0	I-well_name
SN0006-08 井录井报告.md__p3	11	0	I-well_name
SN0006-08 井录井报告.md__p3	12	6	I-well_name
SN0006-08 井录井报告.md__p3	13	-	I-well_name
SN0006-08 井录井报告.md__p3	14	0	I-well_name
SN0006-08 井录井报告.md__p3	15	8	I-well_name
SN0006-08 井录井报告.md__p3	119	苏	B-block
SN0006-08 井录井报告.md__p3	120	里	I-block
SN0006-08 井录井报告.md__p3	121	格	I-block
SN0006-08 井录井报告.md__p3	122	南	I-block
SN0006-08 井录井报告.md__p3	123	作	I-block
SN0006-08 井录井报告.md__p3	124	业	I-block
SN0006-08 井录井报告.md__p3	125	分	I-block
SN0006-08 井录井报告.md__p3	126	公	I-block
SN0006-08 井录井报告.md__p3	127	司	I-block
SN0006-08 井录井报告.md__p4	310	S	B-well_name
SN0006-08 井录井报告.md__p4	311	N	I-well_name
SN0006-08 井录井报告.md__p4	312	0	I-well_name
SN0006-08 井录井报告.md__p4	313	0	I-well_name
SN0006-08 井录井报告.md__p4	314	0	I-well_name
SN0006-08 井录井报告.md__p4	315	6	I-well_name
SN0006-08 井录井报告.md__p4	316	-	I-well_name
SN0006-08 井录井报告.md__p4	317	0	I-well_name
SN0006-08 井录井报告.md__p4	318	8	I-well_name
SN0006-08 井录井报告.md__p6	618	奥	B-strat_unit
SN0006-08 井录井报告.md__p6	619	陶	I-strat_unit
SN0006-08 井录井报告.md__p6	620	系	I-strat_unit
SN0006-08 井录井报告.md__p6	621	下	I-strat_unit
SN0006-08 井录井报告.md__p6	622	统	I-strat_unit
SN0006-08 井录井报告.md__p6	623	马	I-strat_unit
SN0006-08 井录井报告.md__p6	624	家	I-strat_unit
SN0006-08 井录井报告.md__p6	625	沟	I-strat_unit
SN0006-08 井录井报告.md__p6	626	组	I-strat_unit
SN0006-08 井录井报告.md__p19	93	石	B-strat_unit
SN0006-08 井录井报告.md__p19	94	盒	I-strat_unit
SN0006-08 井录井报告.md__p19	95	子	I-strat_unit
SN0006-08 井录井报告.md__p19	96	组	I-strat_unit
SN0006-08 井录井报告.md__p19	98	山	B-strat_unit
SN0006-08 井录井报告.md__p19	99	西	I-strat_unit
SN0006-08 井录井报告.md__p19	100	组	I-strat_unit
SN0006-08 井录井报告.md__p19	119	气	B-lithology
SN0006-08 井录井报告.md__p19	120	藏	I-lithology
SN0006-08 井录井报告.md__p19	194	石	B-strat_unit
SN0006-08 井录井报告.md__p19	195	盒	I-strat_unit
SN0006-08 井录井报告.md__p19	196	子	I-strat_unit
SN0006-08 井录井报告.md__p19	197	组	I-strat_unit
SN0006-09 井录井报告.md__p1	7	鄂	B-block
SN0006-09 井录井报告.md__p1	8	尔	I-block
SN0006-09 井录井报告.md__p1	9	多	I-block
SN0006-09 井录井报告.md__p1	10	斯	I-block
SN0006-09 井录井报告.md__p1	11	盆	I-block
SN0006-09 井录井报告.md__p1	12	地	I-block
SN0006-09 井录井报告.md__p1	13	伊	I-block
SN0006-09 井录井报告.md__p1	14	陕	I-block
SN0006-09 井录井报告.md__p1	15	斜	I-block
SN0006-09 井录井报告.md__p1	16	坡	I-block
SN0006-09 井录井报告.md__p1	31	S	B-well_name
SN0006-09 井录井报告.md__p1	32	N	I-well_name
SN0006-09 井录井报告.md__p1	33	0	I-well_name
SN0006-09 井录井报告.md__p1	34	0	I-well_name
SN0006-09 井录井报告.md__p1	35	0	I-well_name
SN0006-09 井录井报告.md__p1	36	6	I-well_name
SN0006-09 井录井报告.md__p1	37	-	I-well_name
SN0006-09 井录井报告.md__p1	38	0	I-well_name
SN0006-09 井录井报告.md__p1	39	9	I-well_name
SN0006-09 井录井报告.md__p4	309	S	B-well_name
SN0006-09 井录井报告.md__p4	310	N	I-well_name
SN0006-09 井录井报告.md__p4	311	0	I-well_name
SN0006-09 井录井报告.md__p4	312	0	I-well_name
SN0006-09 井录井报告.md__p4	313	0	I-well_name
SN0006-09 井录井报告.md__p4	314	6	I-well_name
SN0006-09 井录井报告.md__p4	315	-	I-well_name
SN0006-09 井录井报告.md__p4	316	0	I-well_name
SN0006-09 井录井报告.md__p4	317	9	I-well_name
SN0006-09 井录井报告.md__p6	610	奥	B-strat_unit
SN0006-09 井录井报告.md__p6	611	陶	I-strat_unit
SN0006-09 井录井报告.md__p6	612	系	I-strat_unit
SN0006-09 井录井报告.md__p6	613	下	I-strat_unit
SN0006-09 井录井报告.md__p6	614	统	I-strat_unit
SN0006-09 井录井报告.md__p6	615	马	I-strat_unit
SN0006-09 井录井报告.md__p6	616	家	I-strat_unit
SN0006-09 井录井报告.md__p6	617	沟	I-strat_unit
SN0006-09 井录井报告.md__p6	618	组	I-strat_unit
SN0006-09 井录井报告.md__p19	91	石	B-strat_unit
SN0006-09 井录井报告.md__p19	92	盒	I-strat_unit
SN0006-09 井录井报告.md__p19	93	子	I-strat_unit
SN0006-09 井录井报告.md__p19	94	组	I-strat_unit
SN0006-09 井录井报告.md__p19	96	山	B-strat_unit
SN0006-09 井录井报告.md__p19	97	西	I-strat_unit
SN0006-09 井录井报告.md__p19	98	组	I-strat_unit
SN0006-09 井录井报告.md__p19	191	石	B-strat_unit
SN0006-09 井录井报告.md__p19	192	盒	I-strat_unit
SN0006-09 井录井报告.md__p19	193	子	I-strat_unit
SN0006-09 井录井报告.md__p19	194	组	I-strat_unit
SN0006-09 井录井报告.md__p19	260	石	B-strat_unit
SN0006-09 井录井报告.md__p19	261	盒	I-strat_unit
SN0006-09 井录井报告.md__p19	262	子	I-strat_unit
SN0006-09 井录井报告.md__p19	263	组	I-strat_unit
SN0008-09 井录井完井报告.md__p1	7	鄂	B-block
SN0008-09 井录井完井报告.md__p1	8	尔	I-block
SN0008-09 井录井完井报告.md__p1	9	多	I-block
SN0008-09 井录井完井报告.md__p1	10	斯	I-block
SN0008-09 井录井完井报告.md__p1	11	盆	I-block
SN0008-09 井录井完井报告.md__p1	12	地	I-block
SN0008-09 井录井完井报告.md__p1	13	伊	I-block
SN0008-09 井录井完井报告.md__p1	14	陕	I-block
SN0008-09 井录井完井报告.md__p1	15	斜	I-block
SN0008-09 井录井完井报告.md__p1	16	坡	I-block
SN0008-09 井录井完井报告.md__p1	31	S	B-well_name
SN0008-09 井录井完井报告.md__p1	32	N	I-well_name
SN0008-09 井录井完井报告.md__p1	33	0	I-well_name
SN0008-09 井录井完井报告.md__p1	34	0	I-well_name
SN0008-09 井录井完井报告.md__p1	35	0	I-well_name
SN0008-09 井录井完井报告.md__p1	36	8	I-well_name
SN0008-09 井录井完井报告.md__p1	37	-	I-well_name
SN0008-09 井录井完井报告.md__p1	38	0	I-well_name
SN0008-09 井录井完井报告.md__p1	39	9	I-well_name
SN0008-09 井录井完井报告.md__p2	7	鄂	B-block
SN0008-09 井录井完井报告.md__p2	8	尔	I-block
SN0008-09 井录井完井报告.md__p2	9	多	I-block
SN0008-09 井录井完井报告.md__p2	10	斯	I-block
SN0008-09 井录井完井报告.md__p2	11	盆	I-block
SN0008-09 井录井完井报告.md__p2	12	地	I-block
SN0008-09 井录井完井报告.md__p2	13	伊	I-block
SN0008-09 井录井完井报告.md__p2	14	陕	I-block
SN0008-09 井录井完井报告.md__p2	15	斜	I-block
SN0008-09 井录井完井报告.md__p2	16	坡	I-block
SN0008-09 井录井完井报告.md__p3	7	鄂	B-block
SN0008-09 井录井完井报告.md__p3	8	尔	I-block
SN0008-09 井录井完井报告.md__p3	9	多	I-block
SN0008-09 井录井完井报告.md__p3	10	斯	I-block
SN0008-09 井录井完井报告.md__p3	11	盆	I-block
SN0008-09 井录井完井报告.md__p3	12	地	I-block
SN0008-09 井录井完井报告.md__p3	13	伊	B-block
SN0008-09 井录井完井报告.md__p3	14	陕	I-block
SN0008-09 井录井完井报告.md__p3	15	斜	I-block
SN0008-09 井录井完井报告.md__p3	16	坡	I-block
SN0008-09 井录井完井报告.md__p3	31	S	B-well_name
SN0008-09 井录井完井报告.md__p3	32	N	I-well_name
SN0008-09 井录井完井报告.md__p3	33	0	I-well_name
SN0008-09 井录井完井报告.md__p3	34	0	I-well_name
SN0008-09 井录井完井报告.md__p3	35	0	I-well_name
SN0008-09 井录井完井报告.md__p3	36	8	I-well_name
SN0008-09 井录井完井报告.md__p3	37	-	I-well_name
SN0008-09 井录井完井报告.md__p3	38	0	I-well_name
SN0008-09 井录井完井报告.md__p3	39	9	I-well_name
SN0008-09 井录井完井报告.md__p22	4	S	B-well_name
SN0008-09 井录井完井报告.md__p22	5	N	I-well_name
SN0008-09 井录井完井报告.md__p22	6	0	I-well_name
SN0008-09 井录井完井报告.md__p22	7	0	I-well_name
SN0008-09 井录井完井报告.md__p22	8	0	I-well_name
SN0008-09 井录井完井报告.md__p22	9	8	I-well_name
SN0008-09 井录井完井报告.md__p22	10	-	I-well_name
SN0008-09 井录井完井报告.md__p22	11	0	I-well_name
SN0008-09 井录井完井报告.md__p22	12	9	I-well_name
SN0008-09 井录井完井报告.md__p22	36	山	B-strat_unit
SN0008-09 井录井完井报告.md__p22	37	西	I-strat_unit
SN0008-09 井录井完井报告.md__p22	38	组	I-strat_unit
SN0008-09 井录井完井报告.md__p23	102	石	B-strat_unit
SN0008-09 井录井完井报告.md__p23	103	盒	I-strat_unit
SN0008-09 井录井完井报告.md__p23	104	子	I-strat_unit
SN0008-09 井录井完井报告.md__p23	105	组	I-strat_unit
SN0008-09 井录井完井报告.md__p23	110	山	B-strat_unit
SN0008-09 井录井完井报告.md__p23	111	西	I-strat_unit
SN0008-09 井录井完井报告.md__p23	112	组	I-strat_unit
SN0008-09 井录井完井报告.md__p23	224	石	B-strat_unit
SN0008-09 井录井完井报告.md__p23	225	盒	I-strat_unit
SN0008-09 井录井完井报告.md__p23	226	子	I-strat_unit
SN0008-09 井录井完井报告.md__p23	227	组	I-strat_unit
SN0015-08 井录井完井报告.md__p1	7	鄂	B-block
SN0015-08 井录井完井报告.md__p1	8	尔	I-block
SN0015-08 井录井完井报告.md__p1	9	多	I-block
SN0015-08 井录井完井报告.md__p1	10	斯	I-block
SN0015-08 井录井完井报告.md__p1	11	盆	I-block
SN0015-08 井录井完井报告.md__p1	12	地	I-block
SN0015-08 井录井完井报告.md__p1	13	伊	B-block
SN0015-08 井录井完井报告.md__p1	14	陕	I-block
SN0015-08 井录井完井报告.md__p1	15	斜	I-block
SN0015-08 井录井完井报告.md__p1	16	坡	I-block
SN0015-08 井录井完井报告.md__p1	31	S	B-well_name
SN0015-08 井录井完井报告.md__p1	32	N	I-well_name
SN0015-08 井录井完井报告.md__p1	33	0	I-well_name
SN0015-08 井录井完井报告.md__p1	34	0	I-well_name
SN0015-08 井录井完井报告.md__p1	35	1	I-well_name
SN0015-08 井录井完井报告.md__p1	36	5	I-well_name
SN0015-08 井录井完井报告.md__p1	37	-	I-well_name
SN0015-08 井录井完井报告.md__p1	38	0	I-well_name
SN0015-08 井录井完井报告.md__p1	39	8	I-well_name
SN0015-08 井录井完井报告.md__p2	7	鄂	B-block
SN0015-08 井录井完井报告.md__p2	8	尔	I-block
SN0015-08 井录井完井报告.md__p2	9	多	I-block
SN0015-08 井录井完井报告.md__p2	10	斯	I-block
SN0015-08 井录井完井报告.md__p2	11	盆	I-block
SN0015-08 井录井完井报告.md__p2	12	地	I-block
SN0015-08 井录井完井报告.md__p2	13	伊	I-block
SN0015-08 井录井完井报告.md__p2	14	陕	I-block
SN0015-08 井录井完井报告.md__p2	15	斜	I-block
SN0015-08 井录井完井报告.md__p2	16	坡	I-block
SN0015-08 井录井完井报告.md__p3	7	S	B-well_name
SN0015-08 井录井完井报告.md__p3	8	N	I-well_name
SN0015-08 井录井完井报告.md__p3	9	0	I-well_name
SN0015-08 井录井完井报告.md__p3	10	0	I-well_name
SN0015-08 井录井完井报告.md__p3	11	1	I-well_name
SN0015-08 井录井完井报告.md__p3	12	5	I-well_name
SN0015-08 井录井完井报告.md__p3	13	-	I-well_name
SN0015-08 井录井完井报告.md__p3	14	0	I-well_name
SN0015-08 井录井完井报告.md__p3	15	8	I-well_name
SN0015-08 井录井完井报告.md__p3	319	苏	B-block
SN0015-08 井录井完井报告.md__p3	320	里	I-block
SN0015-08 井录井完井报告.md__p3	321	格	I-block
SN0015-08 井录井完井报告.md__p3	322	南	I-block
SN0015-08 井录井完井报告.md__p3	323	作	I-block
SN0015-08 井录井完井报告.md__p3	324	业	I-block
SN0015-08 井录井完井报告.md__p3	325	分	I-block
SN0015-08 井录井完井报告.md__p3	326	公	I-block
SN0015-08 井录井完井报告.md__p3	327	司	I-block
SN0015-08 井录井完井报告.md__p19	91	石	B-strat_unit
SN0015-08 井录井完井报告.md__p19	92	盒	I-strat_unit
SN0015-08 井录井完井报告.md__p19	93	子	I-strat_unit
SN0015-08 井录井完井报告.md__p19	94	组	I-strat_unit
SN0015-08 井录井完井报告.md__p19	96	山	B-strat_unit
SN0015-08 井录井完井报告.md__p19	97	西	I-strat_unit
SN0015-08 井录井完井报告.md__p19	98	组	I-strat_unit
SN0015-08 井录井完井报告.md__p19	191	石	B-strat_unit
SN0015-08 井录井完井报告.md__p19	192	盒	I-strat_unit
SN0015-08 井录井完井报告.md__p19	193	子	I-strat_unit
SN0015-08 井录井完井报告.md__p19	194	组	I-strat_unit
SN0015-08 井录井完井报告.md__p20	0	S	B-well_name
SN0015-08 井录井完井报告.md__p20	1	N	I-well_name
SN0015-08 井录井完井报告.md__p20	2	0	I-well_name
SN0015-08 井录井完井报告.md__p20	3	0	I-well_name
SN0015-08 井录井完井报告.md__p20	4	1	I-well_name
SN0015-08 井录井完井报告.md__p20	5	5	I-well_name
SN0015-08 井录井完井报告.md__p20	6	-	I-well_name
SN0015-08 井录井完井报告.md__p20	7	0	I-well_name
SN0015-08 井录井完井报告.md__p20	8	8	I-well_name
SN0015-08 井录井完井报告.md__p21	0	S	B-well_name
SN0015-08 井录井完井报告.md__p21	1	N	I-well_name
SN0015-08 井录井完井报告.md__p21	2	0	I-well_name
SN0015-08 井录井完井报告.md__p21	3	0	I-well_name
SN0015-08 井录井完井报告.md__p21	4	1	I-well_name
SN0015-08 井录井完井报告.md__p21	5	5	I-well_name
SN0015-08 井录井完井报告.md__p21	6	-	I-well_name
SN0015-08 井录井完井报告.md__p21	7	0	I-well_name
SN0015-08 井录井完井报告.md__p21	8	8	I-well_name
SN0015-08 井录井完井报告.md__p34	24	S	B-well_name
SN0015-08 井录井完井报告.md__p34	25	N	I-well_name
SN0015-08 井录井完井报告.md__p34	26	0	I-well_name
SN0015-08 井录井完井报告.md__p34	27	0	I-well_name
SN0015-08 井录井完井报告.md__p34	28	1	I-well_name
SN0015-08 井录井完井报告.md__p34	29	5	I-well_name
SN0015-08 井录井完井报告.md__p34	30	-	I-well_name
SN0015-08 井录井完井报告.md__p34	31	0	I-well_name
SN0015-08 井录井完井报告.md__p34	32	8	I-well_name
SN0015-08 井录井完井报告.md__p35	22	S	B-well_name
SN0015-08 井录井完井报告.md__p35	23	N	I-well_name
SN0015-08 井录井完井报告.md__p35	24	0	I-well_name
SN0015-08 井录井完井报告.md__p35	25	0	I-well_name
SN0015-08 井录井完井报告.md__p35	26	1	I-well_name
SN0015-08 井录井完井报告.md__p35	27	5	I-well_name
SN0015-08 井录井完井报告.md__p35	28	-	I-well_name
SN0015-08 井录井完井报告.md__p35	29	0	I-well_name
SN0015-08 井录井完井报告.md__p35	30	8	I-well_name
SN0015-08 井录井完井报告.md__p36	22	S	B-well_name
SN0015-08 井录井完井报告.md__p36	23	N	I-well_name
SN0015-08 井录井完井报告.md__p36	24	0	I-well_name
SN0015-08 井录井完井报告.md__p36	25	0	I-well_name
SN0015-08 井录井完井报告.md__p36	26	1	I-well_name
SN0015-08 井录井完井报告.md__p36	27	5	I-well_name
SN0015-08 井录井完井报告.md__p36	28	-	I-well_name
SN0015-08 井录井完井报告.md__p36	29	0	I-well_name
SN0015-08 井录井完井报告.md__p36	30	8	I-well_name
井一井录井完井报告.md__p1	7	鄂	B-block
井一井录井完井报告.md__p1	8	尔	I-block
井一井录井完井报告.md__p1	9	多	I-block
井一井录井完井报告.md__p1	10	斯	I-block
井一井录井完井报告.md__p1	11	盆	I-block
井一井录井完井报告.md__p1	12	地	I-block
井一井录井完井报告.md__p1	13	伊	I-block
井一井录井完井报告.md__p1	14	陕	I-block
井一井录井完井报告.md__p1	15	斜	I-block
井一井录井完井报告.md__p1	16	坡	I-block
井一井录井完井报告.md__p17	33	石	B-strat_unit
井一井录井完井报告.md__p17	34	盒	I-strat_unit
井一井录井完井报告.md__p17	35	子	I-strat_unit
井一井录井完井报告.md__p17	36	组	I-strat_unit
井二井录井完井报告.md__p1	40	鄂	B-block
井二井录井完井报告.md__p1	41	尔	I-block
井二井录井完井报告.md__p1	42	多	I-block
井二井录井完井报告.md__p1	43	斯	I-block
井二井录井完井报告.md__p1	44	盆	I-block
井二井录井完井报告.md__p1	45	地	I-block
井二井录井完井报告.md__p1	46	伊	I-block
井二井录井完井报告.md__p1	47	陕	I-block
井二井录井完井报告.md__p1	48	斜	I-block
井二井录井完井报告.md__p1	49	坡	I-block
井二井录井完井报告.md__p2	7	鄂	B-block
井二井录井完井报告.md__p2	8	尔	I-block
井二井录井完井报告.md__p2	9	多	I-block
井二井录井完井报告.md__p2	10	斯	I-block
井二井录井完井报告.md__p2	11	盆	I-block
井二井录井完井报告.md__p2	12	地	I-block
井二井录井完井报告.md__p2	13	伊	I-block
井二井录井完井报告.md__p2	14	陕	I-block
井二井录井完井报告.md__p2	15	斜	I-block
井二井录井完井报告.md__p2	16	坡	I-block
井二井录井完井报告.md__p2	93	苏	B-block
井二井录井完井报告.md__p2	94	里	I-block
井二井录井完井报告.md__p2	95	格	I-block
井二井录井完井报告.md__p2	96	南	I-block
井二井录井完井报告.md__p2	97	作	I-block
井二井录井完井报告.md__p2	98	业	I-block
井二井录井完井报告.md__p2	99	分	I-block
井二井录井完井报告.md__p2	100	公	I-block
井二井录井完井报告.md__p2	101	司	I-block
井二井录井完井报告.md__p19	9	S	B-well_name
井二井录井完井报告.md__p19	10	N	I-well_name
井二井录井完井报告.md__p19	11	0	I-well_name
井二井录井完井报告.md__p19	12	0	I-well_name
井二井录井完井报告.md__p19	13	1	I-well_name
井二井录井完井报告.md__p19	14	2	I-well_name
井二井录井完井报告.md__p19	15	-	I-well_name
井二井录井完井报告.md__p19	16	0	I-well_name
井二井录井完井报告.md__p19	17	6	I-well_name
井二井录井完井报告.md__p19	90	S	B-well_name
井二井录井完井报告.md__p19	91	N	I-well_name
井二井录井完井报告.md__p19	92	0	I-well_name
井二井录井完井报告.md__p19	93	0	I-well_name
井二井录井完井报告.md__p19	94	5	I-well_name
井二井录井完井报告.md__p19	95	4	I-well_name
井二井录井完井报告.md__p19	96	-	I-well_name
井二井录井完井报告.md__p19	97	0	I-well_name
井二井录井完井报告.md__p19	98	7	I-well_name
井二井录井完井报告.md__p19	204	山	B-strat_unit
井二井录井完井报告.md__p19	205	西	I-strat_unit
井二井录井完井报告.md__p19	206	组	I-strat_unit
井二井录井完井报告.md__p19	349	石	B-strat_unit
井二井录井完井报告.md__p19	350	盒	I-strat_unit
井二井录井完井报告.md__p19	351	子	I-strat_unit
井二井录井完井报告.md__p19	352	组	I-strat_unit
井二井录井完井报告.md__p19	354	山	B-strat_unit
井二井录井完井报告.md__p19	355	西	I-strat_unit
井二井录井完井报告.md__p19	356	组	I-strat_unit
井二井录井完井报告.md__p19	438	石	B-strat_unit
井二井录井完井报告.md__p19	439	盒	I-strat_unit
井二井录井完井报告.md__p19	440	子	I-strat_unit
井二井录井完井报告.md__p19	441	组	I-strat_unit
