sentence_index	sentence_id	source_file	source_path	page_number	block_index	text_length	text
274	SN0006-08 井录井报告.md__p16	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	16	15	2245	录井解释为气层。\n\n（8）马家沟组：井段 $3 9 5 3 . 4 { \sim } 3 9 5 4 . 8 \mathrm { m }$ （垂深 $3 6 5 7 . 7 { \sim } 3 6 5 9 . 1 \mathrm { m }$ ），视厚度 $1 . 4 0 \mathrm { m }$ （真厚度$1 . 4 0 \mathrm { m }$ ），岩性为灰褐色含气白云岩，钻时 $5 { - } 5 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $3 . 9 5 6 2 \%$ ，平均值 $3 . 7 8 3 4 \%$ ，基值 $3 . 5 4 1 2 \%$ ，钻井液密度 $1 . 1 6 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度51s，槽面无显示，现场定级为含气层，气测解释为含气层。\n\n电测解释：井段 $3 9 5 3 . 4 0 { \sim } 3 9 5 4 . 8 0 \mathrm { m }$ ，厚度 $1 . 4 0 \mathrm { m }$ ，视深电阻率 $1 4 1 . 4 9 \Omega ^ { \bullet } \mathrm { m }$ ，声波时差$1 6 2 . 5 3 \mathrm { \mu s / m }$ ，孔隙度 $3 . 3 9 \%$ ，渗透率 $0 . 1 3 { \times } 1 0 ^ { - 3 } { \mu } \mathrm { m } ^ { 2 }$ ，含气饱和度 $5 . 4 6 \%$ ，测井解释结果为含气水层。\n\n录井解释为含气水层。\n\n# <br> 3. 生储盖层 <br>\n\n（1）生气层\n\nSN0006-08井所在的苏里格地区上古生界石碳系本溪组—二叠系太原组、山西组煤系烃源岩发育，它们与曲流河道砂岩交替分布。主要干酪根类型为生气型的腐殖型干酪根。深色泥岩有机质含量丰富 （可见植物残骸）。其中暗色泥岩厚度约（ $1 0 { \sim } 2 0 ) \ \mathrm { ~ m ~ }$ ，有机碳 $1 . 5 { - } 5 \%$ ；煤层厚度约 $1 0 . 0 \mathrm { m }$ ，有机碳 $70 \%$ ，Ro 为（ $1 . 6 { \sim } 1 . 8 ) \ \%$ ，属高成熟阶段，上古生界生烃强度为 $( 8 \sim$ $1 2 ) { \times } 1 0 ^ { 8 } \mathrm { m } ^ { 3 } / \mathrm { k m } ^ { 2 }$ ，烃源供给较充足。\n\n（2）储集层\n\n本井发育多套储层，主要有古生界二叠系上统石千峰组、中统石盒子组、下统山西组、下统太原组砂岩储集层以及古生界奥陶系下统马家沟组白云岩储集层。现将各主要储层的储集性能评价如下：\n\n石千峰组：本组测井解释砂岩渗透层 23层，砂岩累计厚度 $1 0 8 . 3 0 \mathrm { m }$ ，占本组地层厚度的$3 8 . 1 1 \%$ ，单层最大厚度 $1 5 . 1 0 \mathrm { m }$ ，单层最小厚度 $0 . 9 0 \mathrm { m }$ ，一般 $3 . 3 0 { \sim } 7 . 5 0 \mathrm { m }$ 。储层岩性为浅红色细砂岩，成份中长石约占 $6 0 { \sim } 7 0 \%$ ，石英及暗色矿物约占 $30 \%$ ，颗粒呈半棱角状 $\simeq$ 次圆状，细粒结构，分选中等 $\sim$ 好，泥质胶结，较致密 $\sim$ 致密。测井总孔隙度最大 $5 . 5 3 \%$ ，最小 $0 . 1 5 \%$ ；视渗透率最大 $0 . 4 4 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层发育，但储层物性差，不利于油气的储集，属差储集层。\n\n石盒子组：本组测井解释砂岩渗透层 24 层，砂岩累计厚度 $7 5 . 8 0 \mathrm { m }$ ，占本组地层厚度的$2 9 . 4 4 \%$ ，单层最大厚度 $1 2 . 6 0 \mathrm { m }$ ，单层最小厚度 $0 . 6 0 \mathrm { m }$ ，一般 $1 . 7 0 { \sim } 6 . 1 0 \mathrm { m }$ 。储层岩性为浅灰色细砂岩、中砂岩。成份中石英约占 $60 \small \sim 8 5 \%$ ，长石及暗色矿物约占 $1 5 { \sim } 4 0 \%$ ，颗粒呈半棱角状\~次圆状，细粒结构 $\sim$ 中粒结构，分选中等 $\sim$ 好，泥质胶结，较致密 $\sim$ 较疏松。测井总孔隙度最大$6 . 8 6 \%$ ，最小 $1 . 7 1 \%$ ；视渗透率最大 $0 . 5 0 { \times } 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。
275	SN0006-08 井录井报告.md__p17	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	17	16	1640	本组地层储层发育，储层物性较好，能够满足油气的聚集，属较好储集层。\n\n山西组：本组测井解释砂岩渗透层10层，砂岩累计厚度 $3 1 . 9 0 \mathrm { m }$ ，占本组地层厚度的 $3 0 . 1 8 \%$ ，单层最大厚度 $6 . 8 0 \mathrm { m }$ ，单层最小厚度 $0 . 9 0 \mathrm { m }$ ，一般 $1 . 3 0 { \sim } 2 . 9 0 \mathrm { m }$ 。储层岩性为浅灰色细砂岩、中砂岩。成份中石英约占 $70 \mathrm {{ \sim } } 8 0 \%$ ，岩屑及暗色矿物约占 $10 \mathrm { { \sim } } 2 0 \%$ ，颗粒呈半棱角状\~次圆状，细粒结构 $\sim$ 中粒结构，分选中等 $\sim$ 好，泥质胶结，较致密 $\sim$ 较疏松。测井总孔隙度最大 $7 . 2 8 \%$ ，最小 $2 . 4 2 \%$ ；视渗透率最大 $0 . 7 4 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层发育，储层物性较好，能够满足油气的聚集，属较好储集层。\n\n太原组：本组测井解释砂岩渗透层 1 层，砂岩厚度 $1 . 6 0 \mathrm { m }$ ，占本组地层厚度的 $5 . 3 7 \%$ 。储层岩性为浅灰色细砂岩，成份中石英约占 $70 \%$ ，岩屑及暗色矿物约占 $30 \%$ ，颗粒呈半棱角状，细粒结构，分选中等，泥质胶结，较致密。测井总孔隙度 $5 . 1 1 \%$ ，视渗透率 $0 . 1 0 { \times } 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层不发育，储层物性差，不利于油气的储集，属差储集层。\n\n马家沟组：本组测井解释白云岩渗透层4层，累计厚度 $4 . 6 0 \mathrm { m }$ ，占本组地层厚度的 $1 1 . 6 5 \%$ ，单层最大厚度 $1 . 7 0 \mathrm { m }$ ，单层最小厚度 $0 . 7 0 \mathrm { m }$ ，一般 $1 . 0 0 \mathrm { m }$ 。储层岩性为灰褐色白云岩，成份中白云石约占 $8 8 . 0 { \sim } 9 2 . 0 \%$ ，方解石约占 $2 . 0 { \sim } 4 . 0 \%$ ，泥质约占 $6 . 0 { \sim } 8 . 0 \%$ ，细-粉晶结构，瓷状断口，性硬\~坚硬，遇 $5 \%$ 冷盐酸反应弱，加热后反应剧烈。测井总孔隙度最大 $3 . 3 9 \%$ ，最小 $0 . 7 9 \%$ ；视渗透率最大 $0 . 1 3 { \times } 1 0 ^ { - 3 } { \mu } \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本本组地层储层不发育，储层物性差，不利于油气的储集，属差储集层。\n\n（3）盖层\n\n结合苏里格地区勘探开发资料分析，石盒子组上部～石千峰组泥岩厚度大，横向分布稳定，有很强的封盖能力，是古生界气层的区域盖层。\n\n山西组暗色泥岩，分布较广，与砂岩交互产出，具有一定的封盖能力，既是盆地上古生界主要气源岩又是分布其间的砂岩储层的直接盖层。\n\n（4）生储盖组合\n\n上古生界主要是砂体的横向尖灭形成地层岩性圈闭。经分析，本井主要有以下两种生储盖组合类型：\n\n1、石盒子组下部砂岩储集层与上部厚层泥岩盖层和山西组～本溪组煤系烃源岩生气层组成的下生、上储、顶盖式组合。
276	SN0006-08 井录井报告.md__p18	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	18	17	1041	2、山西组砂岩储集层与上部厚层泥岩盖层和山西组 $\sim$ 本溪组煤系烃源岩生气层组成的自生、自储、顶盖式组合。\n\n# <br> 4. 构造 <br>\n\n鄂尔多斯盆地位于华北地块西部，是一个稳定沉降、坳陷迁移、扭动明显的多旋回克拉通盆地，经历了中、晚元古代坳拉谷阶段、早古生代浅海台地阶段、晚古生代滨海平原阶段、中生代内陆盆地阶段以及新生代盆地周边断陷阶段五大发展阶段，最终形成了现今古生代—中生代大型复合的含油气盆地。\n\n鄂尔多斯盆地现今构造格局始于中燕山运动，定型于喜山运动。在燕山—喜山期盆地构造抬升运动的背景下，现今构造面貌为一南北翘起、东翼缓而长、西翼短而陡的不对称向斜。依据现今构造特征，盆地内划分为六大二级构造单元即伊盟隆起、伊陕斜坡、天环坳陷、晋西挠褶带、西缘断褶带和渭北隆起。\n\n伊陕斜坡为盆地内面积最大的一级构造单元，东西宽 $2 5 0 \mathrm { k m }$ ，南北长 $4 0 0 \mathrm { k m }$ ，现今构造面貌为一西倾大型平缓单斜，平均坡降约 $8 { \sim } 1 0 \mathrm { m / k m }$ 。\n\n苏里格气田位于鄂尔多斯盆地伊陕斜坡西北侧，地震 TP8反射层构造图展示的构造形态为一宽缓的西倾单斜，坡降 $3 { \sim } 1 0 \mathrm { m / k m }$ ，在宽缓的单斜上发育多排北东走向的低缓鼻隆，鼻隆幅度 $1 0 . 0 0 \mathrm { m }$ 左右，南北宽 $5 { \sim } 1 5 \mathrm { k m }$ ，东西长 $1 0 { \sim } 2 0 \mathrm { k m }$ 。实践证实这些低缓的鼻隆构造，对上古生界气藏的形成不起控制作用，只对天然气层渗透率有一定的建设作用。该井处于局部构造的主体，属较有利部位。\n\nSN0006-08 井靶点距邻井 SN0013-05 井靶点位移 $1 9 . 2 8 \mathrm { k m }$ ，方位 $8 7 . 0 8 ^ { \circ }$ ；距 SN0024-13井靶点位移 $8 . 7 5 \mathrm { k m }$ ，方位 $8 0 . 5 8 ^ { \circ }$ 。\n\n现将本井与邻井的海拔对比如下：\n\nSN0006-08 井与邻井海拔对比表  \n\n\n\n通过本井与邻井山西组顶部海拔对比可知：本井区构造与区域构造相符，表现为东高西低的西倾单斜的构造特征。
277	SN0006-08 井录井报告.md__p19	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	19	18	322	# <br> 第四章 结论与建议 <br>\n\n# <br> 1. 结论 <br>\n\n（1）本井构造平缓，地层较稳定，实际钻遇地层与设计中地层基本相符。\n\n（2）本井气测异常显示主要分布在石盒子组、山西组，单层厚度适中，分布集中，可形成好的气藏，有利于进一步开发。\n\n（3）本井区储层较发育，物性中等，气源较充足。\n\n# <br> 2. 建议 <br>\n\n建议对下列井段进行试气：\n\n（1）石盒子组：井段 3781.90\~3784.90m；  \n（2）山 西 组：井段 3863.80\~3870.60m；  \n（3）山 西 组：井段 $3 8 8 3 . 5 0 { \sim } 3 8 8 7 . 4 0 \mathrm { m }$ 。
278	SN0006-08 井录井报告.md__p20	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	20	19	34	附表 1. 基本数据表  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
279	SN0006-08 井录井报告.md__p21	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	21	20	37	附表 1. 基本数据表（续）  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
280	SN0006-08 井录井报告.md__p22	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	22	21	36	附表 2. 录井资料统计表  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
281	SN0006-08 井录井报告.md__p23	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	23	22	90	附表 3. 油气显示统计表  \n\n\n\n岩电差：3200.00-3983.00m，电测深 $+ 0 . 5 \mathrm { m } ^ { = }$ 录井深。  \n填表人：薛跃飞
282	SN0006-08 井录井报告.md__p24	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	24	23	39	附表 3. 油气显示统计表（续）  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
283	SN0006-08 井录井报告.md__p25	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	25	24	39	附表 4. 钻井液性能分段统计表  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
284	SN0006-08 井录井报告.md__p26	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	26	25	36	附表 5. 测井项目统计表  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
285	SN0006-08 井录井报告.md__p27	SN0006-08 井录井报告.md	/home/superuser/dev/NER/data/SN0006-08 井录井报告.md	27	26	38	附表 6. 气测综合解释成果表  \n\n\n\n填表人：薛跃飞  \n审核人：胡学武
286	SN0006-09 井录井报告.md__p1	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	1	0	51	# <br> 鄂尔多斯盆地伊陕斜坡 <br>\n\n# <br> SN0006-09 井录井报告 <br>
287	SN0006-09 井录井报告.md__p2	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	2	1	324	![](http://111.19.137.226:8050/minddoc/process_data/f65dd522466b8fcef2ebdca839a2ab6d/images/1e531704b085f5adb88bd8182f51bac49f1b9966cf3b5d438832e6be0b0dcf0e.jpg)\n\n![](http://111.19.137.226:8050/minddoc/process_data/f65dd522466b8fcef2ebdca839a2ab6d/images/815f85a6345af0bb2db51c6d075d4df81eaf92843b5e5b87d06fb4cd7a8616d8.jpg)
288	SN0006-09 井录井报告.md__p3	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	3	2	391	# <br> SN0006-09井录井资料评审意见书 <br>\n\n#\n\n二、原始资料评审：\n\n\n\n三、资料综合评审指标：\n\n\n\n四、综合评审意见：\n\n1、原始资料收集项目齐全，各项记录填写规范、真实，油气显示发现率 $1 0 0 \%$\n\n2、录井报告编写章节齐全，气层特征叙述详细、综合解释恰当，建议合理，两处数据不对口。\n\n3、录井综合图符合规范要求，项目齐全，图幅整洁。\n\n4、审核中所发现的差错之处均已整改合格。\n\n5、综合评定本井资料为优秀资料。\n\n![](http://111.19.137.226:8050/minddoc/process_data/f65dd522466b8fcef2ebdca839a2ab6d/images/49552a66e7aae40ebd3890bcdd7437d7a1014f8b1e71797150cbb563aac25f7d.jpg)
289	SN0006-09 井录井报告.md__p4	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	4	3	332	# <br> 目 录 <br>\n\n第一章 概况..  \n第二章 录井综述.1. 钻井简史.2. 录井概况.. 3. 工程与录井.4. 其它 ..  \n第三章 地质成果. 41. 地层 .. 42. 油、气、水显示. 93. 生储盖层. 114. 构造 .. . 13  \n第四章 结论与建议. 15  \n录井报告附表：\n\n附表1. 基本数据表. . 16  \n附表2. 录井资料统计表 . 18  \n附表3. 油气显示统计表. 19  \n附表 4. 钻井液性能分段统计表. 21  \n附表5. 测井项目统计表. . 22  \n附表 6. 气测综合解释成果表. . 23\n\n# <br> 录井报告附图： <br>\n\n1．SN0006-09 井录井综合图(1:500)
290	SN0006-09 井录井报告.md__p5	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	5	4	847	# <br> 第一章 概况 <br>\n\nSN0006-09井位于内蒙古自治区鄂尔多斯市鄂托克前旗昂素镇哈日根图嘎查，构造属于鄂尔多斯盆地伊陕斜坡。本井为天然气开发井，钻探目的：1.完成2022年产建任务；2.通过钻井弥补产量递减和上产；依据压裂试气以及天然气生产所提供的静态和动态资料，为建立区块气藏地质模型奠定基础；优化地震处理解释方法，提高地震储层预测符合率，寻找气藏富集区，为后期加密井部署提供有力支持。设计井深 $3 6 8 7 . 0 0 \mathrm { m }$ （垂深），设计井口坐标（X）4224964.16，（Y）19257303.52，实测井口坐标（X）4224964.16，（Y）19257303.52，设计中靶坐标（X）4224870.00，（Y）19258230.00，实际中靶坐标（X）4224920.24，（Y）19258224.51，靶心距 $1 7 . 1 8 \mathrm { m }$ 。地面海拔 $1 3 4 4 . 9 7 \mathrm { m }$ ，补心海拔 $1 3 5 4 . 6 7 \mathrm { m }$ ，补心高 $9 . 7 0 \mathrm { m }$ 。本井于 2022 年 04 月 10日开钻，2022年04月23日完钻，完钻井深 $3 8 8 8 . 0 0 \mathrm { m }$ ，完钻层位奥陶系下统马家沟组（未穿），2022 年 05 月 03 日完井。\n\n钻井地质设计单位为中国石油集团长城钻探工程有限公司录井公司，设计日期为 2022 年01月 26日，设计人周海鹰，批准人戴立斌。\n\n钻井施工任务由西部钻探工程有限公司50561钻井队承担，钻机型号ZJ50L型，钻井队队长许兵，钻井队技术员赵作涛。综合录井任务由渤海钻探工程有限公司第一录井分公司L10497队承担，录井仪器型号DML-II，录井队长薛跃飞，地质师白明月，地质监督李永忠、钻井监督卜正宾属濮阳市隆胜石油工程技术服务有限公司。
291	SN0006-09 井录井报告.md__p6	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	6	5	1644	# <br> 第二章 录井综述 <br>\n\n# <br> 1. 钻井简史 <br>\n\n本井于 2022 年 04 月 10 日 02:00 由西部钻探工程有限公司 50561 钻井队采用直径311.1mmPDC 钻头打导管，04 月 10 日下入外径 $2 4 4 . 5 0 \mathrm { m m }$ 导管 5 根至井深 $5 5 . 2 4 \mathrm { m }$ ，04 月 10日固井、候凝。于 2022 年 04 月 10 日 15:00 采用直径 215.9mmPDC 钻头“一开”，04 月 11 日03:00 钻进至井深 $7 5 7 . 0 0 \mathrm { m }$ 第一次完钻，04 月 11 日下入外径 $1 7 7 . 8 0 \mathrm { m m }$ 的表层套管 68 根至井深 $7 5 6 . 7 8 \mathrm { m }$ ，04月11日固井、候凝。2022年04月12日22:00 由西部钻探工程有限公司50561钻井队采用直径 $1 5 2 . 4 \mathrm { m m P D C }$ 钻头“二开”，于井深 $7 5 7 . 0 0 \mathrm { m }$ 按地质设计要求进行综合录井，于 2022 年 04 月 23 日 15:00 钻至井深 $3 8 8 8 . 0 0 \mathrm { m }$ ，接甲方通知完钻，完钻层位奥陶系下统马家沟组（未穿），04 月 27 日 ${ \sim } 0 4$ 月 28 日完钻电测，05 月 01 日 ${ \sim } 0 5$ 月 02 日下入外径 $8 8 . 9 0 \mathrm { m m }$ 气层套管 402 根至井深 $3 7 8 2 . 9 2 \mathrm { m }$ ，05 月 03 日固井。2022 年 05 月 03 日完井。全井最大井斜$2 4 . 8 2 ^ { \circ }$ ，方位 $9 4 . 9 8 ^ { \circ }$ ，该点位于井深 $1 6 7 5 . 0 0 \mathrm { m }$ 。井底闭合方位 $9 2 . 4 9 ^ { \circ }$ ，井底闭合距 $9 3 3 . 2 3 \mathrm { m }$ ，靶心距 $1 7 . 1 8 \mathrm { m }$ ，井身质量合格。\n\n# <br> 2. 录井概况 <br>\n\n本井录井作业严格按钻井地质设计对资料的录取要求，自井深 $7 5 7 . 0 0 \mathrm { m }$ 至 $3 8 8 8 . 0 0 \mathrm { m }$ 进行了综合录井。其中钻时、气测各录取 3131 点；岩屑录井共录取岩屑 662 包；钻井液性能（密度、粘度）1点 $^ { \prime } 1 0 \mathrm { m }$ ，共测定314点；氯离子分析 9个点；碳酸盐岩分析共分析 85点。$7 5 7 . 0 0 { \sim } 1 0 0 0 . 0 0 \mathrm { m }$ 理论计算迟到时间 3次， $1 0 0 0 . 0 0 { \sim } 3 8 8 8 . 0 0 \mathrm { m }$ 实际测量迟到时间 38次。\n\n此外，本井录井作业还进行了钻井工程监测、地层压力监测、钻井液监测、气体监测等工程录井项目，准确及时地为钻井安全施工作业提供了地层与事故异常预报。各项录井资料齐全，真实可靠。\n\n# <br> 3. 工程与录井 <br>\n\n本井于 2022 年 04 月 22 日 17:00 钻进至井深 $3 8 3 5 . 0 0 \mathrm { m }$ 时，发生井漏，井口泥浆失返，经过堵漏，于 2022年04月23日07:00，堵漏成功堵漏，其它阶段，钻井施工较顺利，钻井液性能符合现场录井要求，保证了录井质量，录井所录取的各项资料真实可靠，能够准确反映地层
292	SN0006-09 井录井报告.md__p7	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	7	6	79	特征及含油气水情况，全井无影响录井质量的工况发生。测井依照设计要求执行，项目齐全。\n\n# <br> 4. 其它 <br>\n\n本井未发生影响录井质量的工程事故。
293	SN0006-09 井录井报告.md__p8	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	8	7	1309	# <br> 第三章 地质成果 <br>\n\n# <br> 1. 地层 <br>\n\n本井钻遇地层自上而下依次为：新生界第四系，中生界白垩系洛河组，中生界侏罗系安定组、直罗组、延安组，中生界三叠系延长组、纸坊组、和尚沟组、刘家沟组，古生界二叠系石千峰组、石盒子组、山西组、太原组，古生界石炭系本溪组，古生界奥陶系马家沟组（未穿）。\n\n现将录井段地层岩性特征、电性特征、分层依据及接触关系分述如下：\n\n（1）新生界第四系（Q）：井段 $9 . 7 0 { \sim } 1 5 6 . 0 0 \mathrm { m }$ （垂深 $9 . 7 0 { \sim } 1 5 6 . 0 0 \mathrm { m }$ ），视厚度 $1 4 6 . 3 0 \mathrm { m }$ (真厚度 $1 4 6 . 3 0 \mathrm { m } )$ ，顶界海拔 $1 3 4 4 . 9 7 \mathrm { m }$ 。\n\n岩性特征：未录井。\n\n电性特征：未电测。\n\n接触关系：与下伏中生界白垩系下统洛河组地层呈不整合接触关系。\n\n（2）中生界白垩系下统洛河组（K1z1-5）：井段 156.00\~717.00m（垂深 156.00\~714.00m），视厚度 $5 6 1 . 0 0 \mathrm { m }$ (真厚度 $5 5 8 . 0 0 \mathrm { m } )$ ，顶界海拔 $1 1 9 8 . 6 7 \mathrm { m }$ 。岩性特征：未录井。电性特征：未电测。接触关系：与下伏中生界侏罗系中统安定组地层呈假整合接触关系。\n\n（3）中生界侏罗系中统安定组（J2a）：井段 $7 1 7 . 0 0 { \sim } 8 3 0 . 0 0 \mathrm { m }$ （垂深 $7 1 4 . 0 0 { \sim } 8 1 9 . 7 0 \mathrm { m } )$ ），视厚度 $1 1 3 . 0 0 \mathrm { m } ( $ (真厚度 $1 0 5 . 7 0 \mathrm { m } )$ ，顶界海拔 $6 4 0 . 6 7 \mathrm { m }$ 。\n\n岩性特征：未录井。\n\n电性特征：双侧向曲线多呈不规则小锯齿状起伏；声波时差曲线呈锯齿状起伏明显；自然伽玛曲线起伏较大，多呈箱状，底部呈槽状；自然电位曲线起伏不明显，多呈小锯齿状；井径曲线局部呈小锯齿状起伏，整体较为平缓。\n\n接触关系：与下伏中生界侏罗系中统直罗组地层呈整合接触关系。\n\n（4）中生界侏罗系中统直罗组（J2z）：井段 $8 3 0 . 0 0 { \sim } 1 2 1 1 . 7 0 \mathrm { m }$ （垂深 $8 1 9 . 7 0 { \sim } 1 1 7 5 . 1 0 \mathrm { m }$ ），视厚度 $3 8 1 . 7 0 \mathrm { m }$ (真厚度 $3 5 5 . 4 0 \mathrm { m } )$ ，顶界海拔 $5 3 4 . 9 7 \mathrm { m }$ 。\n\n岩性特征：未录井。
294	SN0006-09 井录井报告.md__p9	SN0006-09 井录井报告.md	/home/superuser/dev/NER/data/SN0006-09 井录井报告.md	9	8	1496	电性特征：双侧向曲线多呈小锯齿状起伏，整体呈山峰状，局部呈尖峰状；声波时差曲 线起伏明显，呈不规则锯齿状，局部呈山峰状；自然伽玛曲线起伏较大，呈箱状起伏，局部 呈槽状、楔状；井径曲线中部、上部呈呈刺刀状，个别不规则锯齿状\~山丘状，泥岩段扩径明 显，下部曲线较为平滑，多呈小锯齿状；自然电位曲线上部砂岩段呈小幅槽状负异常，底部 厚层砂岩呈箱状负异常。\n\n接触关系：与下伏中生界侏罗系下统延安组地层呈整合接触关系。\n\n（5）中生界侏罗系下统延安组（J1y）：井段 $1 2 1 1 . 7 0 { \sim } 1 4 2 0 . 0 0 \mathrm { m }$ （垂深 1175.10\~1369.60m），视厚度 $2 0 8 . 3 0 \mathrm { m }$ (真厚度 $1 9 4 . 5 0 \mathrm { m } )$ ，顶界海拔 $1 7 9 . 5 7 \mathrm { m }$ 。\n\n岩性特征：未录井。\n\n电性特征：双侧向曲线整体较平缓，多呈锯齿状，个别呈指状；声波时差曲线起伏较明 显，局部呈不规则山峰状、指状，煤层起伏明显呈尖刀状；自然伽玛曲线整体起伏较大，多呈 箱状、槽状起伏，煤层处呈低值楔状起伏，底部较平缓；自然电位曲线较平缓，砂岩段呈明显 的槽状负异常；井径曲线整体较平直，多呈小锯齿状，下部个别呈尖刀状，泥岩段略有扩径。\n\n接触关系：与下伏中生界三叠系上统延长组地层呈假整合接触关系。\n\n（6）中生界三叠系上统延长组（T3y）：井段 $1 4 2 0 . 0 0 { \sim } 2 4 1 5 . 0 0 \mathrm { m }$ （垂深 1369.60\~2297.00m），视厚度 $9 9 5 . 0 0 \mathrm { m }$ (真厚度 $9 2 7 . 4 0 \mathrm { m } )$ ，顶界海拔- $1 4 . 9 3 \mathrm { m }$ 。\n\n岩性特征：未录井。\n\n电性特征：双侧向曲线整体起伏较大，上部多呈锯齿状、山峰状起伏，偶见尖峰状，中部 多呈山峰状，山丘状起伏，下部呈多呈锯齿状、楔状；声波时差曲线整体起伏较明显，呈山峰 状；自然伽玛曲线上部起伏较明显，多呈槽状起伏，中部较平缓，多呈楔状，下部起伏较大， 多呈深幅槽状、楔状；自然电位曲线在上部较平缓，砂岩段呈槽状负异常，个别呈箱状，中部 多呈箱状负异常，下部砂岩段呈明显槽状负异常；井径曲线上部多见锯齿状，个别尖峰状，煤 层处呈扩径明显，中部较为平直，下部多呈尖刀状，局部锯齿状，泥岩段扩径明显。\n\n接触关系：与下伏中生界三叠系中统纸坊组地层呈整合接触关系。\n\n（7）中生界三叠系中统纸坊组（T2z）：井段 $2 4 1 5 . 0 0 { \sim } 2 7 1 4 . 0 0 \mathrm { m }$ （垂深 2297.00\~2579.50m），视厚度 $2 9 9 . 0 0 \mathrm { m }$ (真厚度 $2 8 2 . 5 0 \mathrm { m } )$ ，顶界海拔- $9 4 2 . 3 3 \mathrm { m }$ 。\n\n岩性特征：未录井。\n\n电性特征：双侧向曲线上部起伏较大，多呈山丘状、尖刀状起伏、下部呈锯齿状；声波时 差曲线上部起伏明显，多呈山峰状～指状起伏，下部平缓；自然伽玛曲线起伏较大，上部呈槽 状，个别呈楔状，下部多呈楔状，局部呈槽状；自然电位曲线上部呈槽状负异常，下部负异常 幅度略低于上部；井径曲线上部、中部起伏明显，多呈锯齿状，泥岩段略有扩径，下部整体较 为平直。
